station_name,wigos_station_identifier,traditional_station_identifier,facility_type,latitude,longitude,elevation,territory_name,wmo_region
CHAMOUCHOUANE,0-20000-0-71523,71523,Land (fixed),49.26666667,-73.35,303.79,Canada,IV
CHAMPION AGDM,0-20000-0-71217,71217,Land (fixed),50.28194444,-113.3502778,1006,Canada,IV
CHAPAIS,0-20000-0-71824,71824,Land (fixed),49.81666667,-74.96666667,376.46,Canada,IV
CHAPLEAU A,0-20000-0-71642,71642,Land (fixed),47.82,-83.34666667,448.06,Canada,IV
CHAPLEAU AIRPORT,0-124-0-73135,73135,Land (fixed),47.81926,-83.3564,446.29,Canada,IV
CHARLEVOIX (MRC),0-20000-0-71319,71319,Land (fixed),47.28333333,-70.63333333,721.62,Canada,IV
CHARLO AUTO,0-20000-0-71315,71315,Land (fixed),47.99,-66.3342,40,Canada,IV
CHARLOTTETOWN A,0-20000-0-71706,71706,Land (fixed),46.28861111,-63.12861111,48.8,Canada,IV
CHETICAMP HIGHLANDS NATIONAL PARK,0-124-0-73023,73023,Land (fixed),46.65112,-60.9547,15,Canada,IV
CHETICAMP,0-20000-0-71959,71959,Land (fixed),46.645,-60.9472,20,Canada,IV
CHEVERY,0-20000-0-71814,71814,Land (fixed),50.45,-59.63333333,5.22,Canada,IV
CHIBOUGAMAU-CHAPAIS,0-124-0-73011,73011,Land (fixed),49.77731,-74.5304,387.95,Canada,IV
CHIBOUGAMAU-CHAPAIS A,0-20000-0-71822,71822,Land (fixed),49.76666667,-74.53333333,387.1,Canada,IV
CHUR CACS-GSD,0-124-10010-924001,924001,Land (fixed),58.759068,-94.088713,28.89,Canada,IV
CHURCHILL A UA,0-20001-0-71913,71913,Land (fixed),58.73333333,-94.06666667,28.5,Canada,IV
CHURCHILL CLIMATE,0-20000-0-71696,71696,Land (fixed),58.73333333,-94.06666667,28.99,Canada,IV
CHURCHILL FALLS A,0-20000-0-71002,71002,Land (fixed),53.56194444,-64.10638889,439.5,Canada,IV
CHURCHILL,0-20000-0-71618,71618,Land (fixed),58.73916667,-94.06638889,29.3,Canada,IV
CHUTE-DES-PASSES,0-20000-0-71522,71522,Land (fixed),49.83333333,-71.16666667,398,Canada,IV
CHWK WCDA-PGC,0-124-10010-987020,987020,Land (fixed),49.156604,-122.00841,192.49,Canada,IV
CKR759,0-124-42002-CKR759,CKR759,Sea (fixed),46.5,-48.4,71.5,Canada,IV
CLARESHOLM,0-20000-0-71234,71234,Land (fixed),50.0036,-113.6406,1009,Canada,IV
CLEARDALE AGDM,0-20000-0-71221,71221,Land (fixed),56.31444444,-119.745,630,Canada,IV
CLEARWATER AUTO,0-20000-0-71645,71645,Land (fixed),51.65,-120.0666667,454.61,Canada,IV
CLINTON (AUT),0-20000-0-71474,71474,Land (fixed),51.144555,-121.504555,1056.59,Canada,IV
CLRS WCDA-PGC,0-124-10010-M077001,M077001,Land (fixed),48.8203,-124.130867,192.19,Canada,IV
CLWD,0-124-10010-M173001,M173001,Land (fixed),44.508404,-80.220108,181.39,Canada,IV
CLYDE RIVER A,0-20000-0-71090,71090,Land (fixed),70.48583333,-68.51694444,26.5,Canada,IV
CLYDE RIVER CLIMATE,0-20000-0-71358,71358,Land (fixed),70.48383,-68.514889,32.61,Canada,IV
COBOURG (AUT),0-20000-0-71431,71431,Land (fixed),43.95,-78.15,77.7,Canada,IV
COLLEGEVILLE AUTO,0-124-0-71698,71698,Land (fixed),45.49019,-62.0162,77,Canada,IV
COLLINGWOOD,0-20000-0-71270,71270,Land (fixed),44.5,-80.21666667,178.3,Canada,IV
COLLINS BAY,0-20000-0-71075,71075,Land (fixed),58.228968,-103.677934,412.62,Canada,IV
COLVILLE LAKE,0-20000-0-71055,71055,Land (fixed),67.021574,-126.123204,271.79,Canada,IV
CONSORT AGDM,0-20000-0-71223,71223,Land (fixed),51.93694444,-110.7130556,772,Canada,IV
COP UPPER,0-20000-0-71235,71235,Land (fixed),51.06666667,-114.2166667,1235,Canada,IV
CORAL HARBOUR A,0-20000-0-71915,71915,Land (fixed),64.19333333,-83.35944444,62.2,Canada,IV
CORAL HARBOUR RCS,0-124-0-71134,71134,Land (fixed),64.18788,-83.3468,58.5,Canada,IV
CORMACK RCS,0-124-0-71367,71367,Land (fixed),49.322,-57.3934,165.8,Canada,IV
CORNER BROOK,0-20000-0-71973,71973,Land (fixed),48.93333333,-57.91666667,151.8,Canada,IV
CORONACH SPC,0-20000-0-71516,71516,Land (fixed),49.05,-105.4833333,760.01,Canada,IV
CORONATION CLIMATE,0-20000-0-71318,71318,Land (fixed),52.06666667,-111.4333333,789.69,Canada,IV
COVE ISLAND (AUT),0-20000-0-71439,71439,Land (fixed),45.3333,-81.7333,180.7,Canada,IV
CRAIGMYLE AGCM,0-20000-0-71013,71013,Land (fixed),51.775,-112.2522222,845,Canada,IV
CRANBROOK A,0-20000-0-71880,71880,Land (fixed),49.61222222,-115.7819444,940,Canada,IV
CRANBROOK AIRPORT AUTO,0-20000-0-71660,71660,Land (fixed),49.61666667,-115.7833333,925.42,Canada,IV
CRESTOMERE AGCM,0-20000-0-71380,71380,Land (fixed),52.73277778,-113.9027778,855,Canada,IV
CRESTON CAMPBELL SCIENTIFIC,0-20000-0-71770,71770,Land (fixed),49.06666667,-116.5,640.87,Canada,IV
CROKER RIVER,0-20000-0-71059,71059,Land (fixed),69.27555556,-119.2188889,69.4,Canada,IV
CROSS LAKE JENPEG 2,0-124-0-71106,71106,Land (fixed),54.53972,-98.0303,218.8,Canada,IV
CROWSNEST,0-20000-0-71236,71236,Land (fixed),49.61666667,-114.4666667,1303.66,Canada,IV
CUMSHEWA ISLAND,0-20000-0-71771,71771,Land (fixed),53.0303,-131.6014,16.8,Canada,IV
CYPRESS BOWL FREESTYLE,0-20000-0-71004,71004,Land (fixed),49.39222222,-123.2075,969.1,Canada,IV
CYPRESS HILLS PARK,0-20000-0-71139,71139,Land (fixed),49.6406,-109.5144,1270.6,Canada,IV
CYPRESS RIVER RCS,0-20000-0-71239,71239,Land (fixed),49.5622,-99.0739,374,Canada,IV
Cambridge Bay,0-20008-0-CBY,CBY,Land (fixed),69.1284,-105.0577,25,Canada,IV
Cambridge Bay Magnetic Observatory,0-124-10001-CBB,CBB,Land (fixed),69.123,-105.031,20,Canada,IV
Candle Lake,0-20008-0-CDL,CDL,Land (fixed),53.987108,-105.117939,591,Canada,IV
Cape St. James,0-20008-0-CSJ,CSJ,Land (fixed),51.93000031,-131.0200043,89,Canada,IV
Cedar-Kiteen,0-124-15003-4B18P,4B18P,Land (fixed),55.15233,-128.71,885,Canada,IV
Celgar Pulp,0-124-15003-98,98,Land (fixed),49.333333,-117.718889,449,Canada,IV
Celista,0-124-15003-1F06P,1F06P,Land (fixed),51.40611,-118.986,1525,Canada,IV
Chalk River,0-20008-0-CHA,CHA,Land (fixed),46.06277847,-77.40471649,184,Canada,IV
Chapais,0-20008-0-CPS,CPS,Land (fixed),49.821583,-74.974551,383,Canada,IV
Chase AGRI,0-124-15005-AGCH005,AGCH005,Land (fixed),50.80389,-119.708,355,Canada,IV
Chibougamau,0-20008-0-CHM,CHM,Land (fixed),49.69251,-74.342296,383,Canada,IV
Chilliwack River,0-124-15003-1D17P,1D17P,Land (fixed),49.03167,-121.713,1600,Canada,IV
Chris Creek,0-124-15007-ChrisCreek,ChrisCreek,Land (fixed),48.58028,-123.841,560,Canada,IV
Churchill,0-20008-0-CHL,CHL,Land (fixed),58.737902,-93.820581,16,Canada,IV
Clinton/Bleiber Ranch,0-124-42001-71717,71717,Land (fixed),51.25,-121.683,1126.2,Canada,IV
Clyde River Riometer,0-124-10001-CLY,CLY,Land (fixed),70.5,-68.5,27,Canada,IV
Cold Lake,0-20008-0-COL,COL,Land (fixed),54.77999878,-110.0500031,702,Canada,IV
Coldwater AGRI,0-124-15005-AGCW006,AGCW006,Land (fixed),50.01167,-120.891,718,Canada,IV
Colwood City Hall,0-124-15003-284,284,Land (fixed),48.42389,-123.49278,75,Canada,IV
Cook Creek,0-124-15003-1E14P,1E14P,Land (fixed),52.16782,-119.304,1280,Canada,IV
Cormak,0-20008-0-COR,COR,Land (fixed),49.31669998,-57.38330078,168,Canada,IV
Courtenay Elementary School,0-124-15003-414,414,Land (fixed),49.682603,-124.996222,27,Canada,IV
Cranbrook Muriel Baxter,0-124-15003-550,550,Land (fixed),49.507103,-115.753682,941,Canada,IV
Crofton Elementary,0-124-15003-564,564,Land (fixed),48.86,-123.643889,38,Canada,IV
Crofton Substation,0-124-15003-39,39,Land (fixed),48.874529,-123.653929,22,Canada,IV
DANIELS HARBOUR,0-20000-0-71185,71185,Land (fixed),50.236,-57.581,19,Canada,IV
DANIELS HARBOUR,0-124-0-73024,73024,Land (fixed),50.23639,-57.5811,25,Canada,IV
DAPP AGDM,0-20000-0-71340,71340,Land (fixed),54.31666667,-113.95,614.2,Canada,IV
DAUPHIN CS,0-20000-0-71550,71550,Land (fixed),51.1,-100.05,303.17,Canada,IV
DAUPHIN,0-20000-0-71036,71036,Land (fixed),51.10083333,-100.0525,304.5,Canada,IV
DAWSON CREEK A,0-20000-0-71471,71471,Land (fixed),55.74222222,-120.1830556,654.7,Canada,IV
DAWSON,0-20000-0-71966,71966,Land (fixed),64.03333333,-139.1166667,376,Canada,IV
DEADMEN VALLEY,0-20000-0-71021,71021,Land (fixed),61.25,-124.4666667,283,Canada,IV
DEASE LAKE (AUT),0-20000-0-71222,71222,Land (fixed),58.41666667,-130.0166667,801.08,Canada,IV
DEASE LAKE A,0-20000-0-71686,71686,Land (fixed),58.42222222,-130.0313889,802.8,Canada,IV
DEBERT,0-20000-0-71317,71317,Land (fixed),45.421494,-63.465897,39,Canada,IV
DEER LAKE A,0-20000-0-71809,71809,Land (fixed),49.21666667,-57.4,21.9,Canada,IV
DEERWOOD RCS,0-20000-0-71840,71840,Land (fixed),49.38333333,-98.31666667,339.76,Canada,IV
DEL BONITA AGDM,0-20000-0-71224,71224,Land (fixed),49.05,-112.8166667,1310,Canada,IV
DELBURNE AGCM,0-20000-0-71014,71014,Land (fixed),52.18277778,-113.1755556,889,Canada,IV
DELHI CS,0-20000-0-71573,71573,Land (fixed),42.866667,-80.55,231.7,Canada,IV
DELINE CS,0-20000-0-71503,71503,Land (fixed),65.2,-123.4166667,207.77,Canada,IV
DELTA BURNS BOG,0-124-0-71042,71042,Land (fixed),49.12599,-123.002,3,Canada,IV
DELTA MARSH CS,0-20000-0-71563,71563,Land (fixed),50.18277778,-98.38222222,248.4,Canada,IV
DESCHAMBAULT,0-20000-0-71389,71389,Land (fixed),46.690641,-71.971732,61,Canada,IV
DEWAR LAKES,0-20000-0-71092,71092,Land (fixed),68.65,-71.16666667,526.7,Canada,IV
DEWBERRY AGCM,0-20000-0-71359,71359,Land (fixed),53.65916667,-110.5875,616,Canada,IV
DISCOVERY ISLAND,0-20000-0-71031,71031,Land (fixed),48.41666667,-123.2166667,18.93,Canada,IV
DOAKTOWN AUTO RCS,0-20000-0-71038,71038,Land (fixed),46.58333333,-66,40,Canada,IV
DRAO WCDA-PGC,0-124-10010-887006,887006,Land (fixed),49.322614,-119.624965,558.55,Canada,IV
DRNG RACS,0-124-10010-M149001,M149001,Land (fixed),64.863906,-111.581249,425.04,Canada,IV
DRUMHELLER EAST,0-20000-0-71237,71237,Land (fixed),51.4451,-112.6758,678.2,Canada,IV
DRYDEN REGIONAL,0-20000-0-71527,71527,Land (fixed),49.8275,-92.74416667,412.7,Canada,IV
DUBO CACS-GSD,0-124-10010-924000,924000,Land (fixed),50.258801,-95.866169,274.99,Canada,IV
DUPRE AGCM,0-20000-0-71414,71414,Land (fixed),54.36694444,-110.8677778,556,Canada,IV
Deadman River,0-124-15003-1C32P,1C32P,Land (fixed),51.09851,-120.61,1430,Canada,IV
Deep Creek AGRI,0-124-15005-AGDC007,AGDC007,Land (fixed),50.6275,-119.194,517,Canada,IV
Diamon S (Lilloett) AGRI,0-124-15005-AGDS008,AGDS008,Land (fixed),50.85167,-121.867,450,Canada,IV
Dome Mountain,0-124-15003-1A19P,1A19P,Land (fixed),53.62208,-121.024,1820,Canada,IV
Dorset,0-20008-0-DOR,DOR,Land (fixed),45.22000122,-78.93000031,320,Canada,IV
Douglas Lake AGRI,0-124-15005-AGDL009,AGDL009,Land (fixed),50.20472,-120.025,952,Canada,IV
Downsview,0-20008-0-DWS,DWS,Land (fixed),43.780491,-79.46801,184,Canada,IV
Duncan College Street,0-124-15003-542,542,Land (fixed),48.786114,-123.717307,32,Canada,IV
EAGLESHAM AGCM,0-20000-0-71461,71461,Land (fixed),55.80805556,-117.8866667,563,Canada,IV
EAR FALLS (AUT),0-20000-0-71295,71295,Land (fixed),50.61666667,-93.21666667,362.6,Canada,IV
EARLTON A,0-20000-0-71684,71684,Land (fixed),47.695,-79.84888889,243.8,Canada,IV
EARLTON CLIMATE,0-20000-0-71213,71213,Land (fixed),47.6975,-79.852,243.4,Canada,IV
EAST CHEDABUCTO BAY,0-124-600-4400488,4400488,Sea (fixed),45.445,-60.9538,0,Canada,IV
EAST DELLWOOD,0-124-600-4600207,4600207,Sea (fixed),50.874,-129.916,0,Canada,IV
EAST POINT (AUT),0-20000-0-71412,71412,Land (fixed),46.45,-61.98333333,8,Canada,IV
EAST SCOTIA SLOPE,0-124-600-4400137,4400137,Sea (fixed),42.26126,-61.99852,0,Canada,IV
EASTEND CYPRESS (AUT),0-20000-0-71131,71131,Land (fixed),49.43763,-108.98887,1078.14,Canada,IV
EDGERTON AGCM,0-20000-0-71360,71360,Land (fixed),52.77777778,-110.4327778,649,Canada,IV
EDMONTON CITY CENTRE AWOS,0-20000-0-71879,71879,Land (fixed),53.57194444,-113.5194444,671.4,Canada,IV
EDMONTON INT'L A,0-20000-0-71123,71123,Land (fixed),53.31666667,-113.5833333,723.3,Canada,IV
EDMONTON INTERNATIONAL CS,0-20000-0-71155,71155,Land (fixed),53.3,-113.6,704.95,Canada,IV
EDMONTON MUNICIPAL CR10,0-20000-0-71157,71157,Land (fixed),53.56666667,-113.5166667,671,Canada,IV
EDMONTON NAMAO AWOS A,0-20000-0-71121,71121,Land (fixed),53.66666667,-113.4666667,687.93,Canada,IV
EDMONTON STONY PLAIN CS,0-20000-0-71127,71127,Land (fixed),53.53333333,-114.1,764.11,Canada,IV
EDMUNDSTON,0-20000-0-71590,71590,Land (fixed),47.4,-68.31666667,154.79,Canada,IV
EDSON AWOS A,0-20000-0-71881,71881,Land (fixed),53.57888889,-116.465,926.9,Canada,IV
EDSON CLIMATE,0-20000-0-71156,71156,Land (fixed),53.56666667,-116.45,922.99,Canada,IV
EDSON,0-20000-0-71167,71167,Land (fixed),53.57888889,-116.465,926.9,Canada,IV
EGBERT CS,0-20000-0-71296,71296,Land (fixed),44.21666667,-79.76666667,251,Canada,IV
EGBERT UA,0-20000-0-71561,71561,Land (fixed),44.23333333,-79.78333333,252,Canada,IV
EGG ISLAND,0-20000-0-71404,71404,Land (fixed),58.96666667,-110.4333333,214.9,Canada,IV
ELBOW CS,0-20000-0-71450,71450,Land (fixed),51.11666667,-106.5666667,592.28,Canada,IV
ELIZ WCDA-PGC,0-124-10010-M007001,M007001,Land (fixed),49.87305,-127.122646,182.18,Canada,IV
ELK ISLAND NAT PARK,0-20000-0-71238,71238,Land (fixed),53.66666667,-112.8666667,713.73,Canada,IV
ELORA RCS,0-20000-0-71352,71352,Land (fixed),43.63333333,-80.4,372.27,Canada,IV
EMERSON AUTO,0-20000-0-71560,71560,Land (fixed),49,-97.23333333,242,Canada,IV
ENCHANT AGDM,0-20000-0-71518,71518,Land (fixed),50.18333333,-112.4333333,801,Canada,IV
ENGLEE (AUT),0-20000-0-71417,71417,Land (fixed),50.71666667,-56.1,30.3,Canada,IV
ENNA,0-124-10010-M139001,M139001,Land (fixed),60.76712,-101.696231,326,Canada,IV
ENNADAI LAKE (AUT),0-20000-0-71923,71923,Land (fixed),61.11666667,-100.8833333,349.65,Canada,IV
ENTRANCE ISLAND CS,0-20000-0-71772,71772,Land (fixed),49.2,-123.8,7.6,Canada,IV
ENTRANCE TO ENGLISH BAY,0-124-600-4600304,4600304,Sea (fixed),49.30167,-123.357,0,Canada,IV
ERIEAU (AUT),0-20000-0-71465,71465,Land (fixed),42.25,-81.9,178,Canada,IV
ESCU RACS-ESS,0-124-10010-M041000,M041000,Land (fixed),47.073394,-64.79871,4.19,Canada,IV
ESKASONI FIRST NATION,0-124-0-71175,71175,Land (fixed),45.9206,-60.6469,28,Canada,IV
ESQUIMALT HARBOUR,0-20000-0-71798,71798,Land (fixed),48.431972,-123.439333,3,Canada,IV
ESTEVAN A,0-20000-0-71862,71862,Land (fixed),49.21666667,-102.9666667,580.3,Canada,IV
ESTEVAN POINT CS,0-20000-0-71894,71894,Land (fixed),49.3832,-126.5447,5.8,Canada,IV
ESTEVAN RCS,0-20000-0-71559,71559,Land (fixed),49.2,-102.9666667,577.81,Canada,IV
ESTHER 1,0-20000-0-71240,71240,Land (fixed),51.66666667,-110.2,701,Canada,IV
ETZICOM AGCM,0-20000-0-71409,71409,Land (fixed),49.55277778,-111.0541667,845,Canada,IV
EUR2 CACS-GSD,0-124-10010-M059000,M059000,Land (fixed),79.988935,-85.937549,22.36,Canada,IV
EUREKA A,0-20000-0-71917,71917,Land (fixed),79.98333333,-85.93333333,10.4,Canada,IV
EUREKA UA,0-20001-0-71917,71917,Land (fixed),79.98333333,-85.93333333,10.4,Canada,IV
EVANSBURG AGCM,0-20000-0-71481,71481,Land (fixed),53.613889,-115.06225,819,Canada,IV
East Trout Lake,0-20008-0-ETL,ETL,Land (fixed),54.353743,-104.986864,500,Canada,IV
Edmonton,0-20008-0-EDT,EDT,Land (fixed),53.54999924,-114.0999985,766,Canada,IV
Edmonton/Villeneuve,0-124-42001-71664,71664,Land (fixed),53.66833,-113.856,687.6,Canada,IV
Egbert,0-20008-0-EGB,EGB,Land (fixed),44.231006,-79.783839,255,Canada,IV
Elkford Rocky Mountain Elementary School,0-124-15003-585,585,Land (fixed),50.007794,-114.93342,1333,Canada,IV
Enderby,0-124-15003-1F04P,1F04P,Land (fixed),50.65247,-118.944,1950,Canada,IV
Estevan Point,0-20008-0-ESP,ESP,Land (fixed),49.382935,-126.544097,7,Canada,IV
Esther,0-20008-0-EST,EST,Land (fixed),51.67055,-110.206325,707,Canada,IV
Eureka,0-20008-0-EUK,EUK,Land (fixed),80.05000305,-86.41665649,610,Canada,IV
Eureka Climate,0-20000-0-71613,71613,Land (fixed),79.9892,-85.9339,10,Canada,IV
Eureka Magnetic Observatory,0-124-10001-EAU,EAU,Land (fixed),80,-85.9,10,Canada,IV
Experimental Lakes Area,0-20008-0-ELA,ELA,Land (fixed),49.66666794,-93.71666718,369,Canada,IV
FAIRVIEW AGDM,0-20000-0-71347,71347,Land (fixed),56.08138889,-118.4394444,654.55,Canada,IV
FANNY ISLAND,0-124-0-71568,71568,Land (fixed),50.45352,-125.993,9.6,Canada,IV
FARO (AUT),0-20000-0-71949,71949,Land (fixed),62.2075,-133.3758,719,Canada,IV
FERINTOSH AGCM,0-20000-0-71673,71673,Land (fixed),52.74361111,-112.8577778,795,Canada,IV
FEROLLE POINT (AUT),0-20000-0-71406,71406,Land (fixed),51.0167,-57.1,5.8,Canada,IV
FINCASTLE AGDM,0-20000-0-71535,71535,Land (fixed),49.8,-112.0333333,833,Canada,IV
FISHER BRANCH (AUT),0-20000-0-71442,71442,Land (fixed),51.0834,-97.5545,253,Canada,IV
FLIN CACS-GSD,0-124-10010-965000,965000,Land (fixed),54.725576,-101.978019,342,Canada,IV
FLIN FLON,0-20000-0-71954,71954,Land (fixed),54.66666667,-101.6666667,303.9,Canada,IV
FOREMOST AGDM,0-20000-0-71225,71225,Land (fixed),49.48333333,-111.4861111,881,Canada,IV
FORESTBURG AGCM,0-20000-0-71674,71674,Land (fixed),52.54833333,-112.1233333,721,Canada,IV
FORET MONTMORENCY RCS,0-20000-0-71212,71212,Land (fixed),47.31666667,-71.13333333,672.03,Canada,IV
FORT ASSINIBOINE AGCM,0-20000-0-71483,71483,Land (fixed),54.41027778,-114.7691667,676,Canada,IV
FORT CHIPEWYAN RCS,0-20000-0-71056,71056,Land (fixed),58.75,-111.1,238,Canada,IV
FORT CHIPEWYAN,0-20000-0-71305,71305,Land (fixed),58.76722222,-111.1172222,238,Canada,IV
FORT FRANCES RCS,0-20000-0-71962,71962,Land (fixed),48.65111111,-93.43888889,342,Canada,IV
FORT GOOD HOPE CS,0-20000-0-71491,71491,Land (fixed),66.23333333,-128.6333333,81.7,Canada,IV
FORT LIARD,0-20000-0-71497,71497,Land (fixed),60.23333333,-123.4666667,213.4,Canada,IV
FORT MACLEOD AGCM,0-20000-0-71789,71789,Land (fixed),49.78583333,-113.3794444,978,Canada,IV
FORT MCMURRAY A,0-20000-0-71689,71689,Land (fixed),56.65333333,-111.2233333,369.1,Canada,IV
FORT MCMURRAY CS,0-20000-0-71585,71585,Land (fixed),56.649963,-111.220947,368.8,Canada,IV
FORT NELSON ,0-124-0-71594,71594,Land (fixed),58.84139,-122.574,380.4,Canada,IV
FORT NELSON A,0-20000-0-71945,71945,Land (fixed),58.83638889,-122.5972222,381.9,Canada,IV
FORT NELSON UA,0-20001-0-71945,71945,Land (fixed),58.83333333,-122.6,378.3,Canada,IV
FORT PROVIDENCE,0-20000-0-71087,71087,Land (fixed),61.3169,-117.6019,161.5,Canada,IV
FORT RELIANCE (AUT),0-20000-0-71160,71160,Land (fixed),62.7114,-109.1683,167.6,Canada,IV
FORT ROSS,0-20000-0-71629,71629,Land (fixed),72.018061,-94.200462,7.28,Canada,IV
FORT SEVERN A,0-20000-0-71099,71099,Land (fixed),56.01888889,-87.67611111,15.8,Canada,IV
FORT SIMPSON A,0-20000-0-71946,71946,Land (fixed),61.76027778,-121.2366667,169.2,Canada,IV
FORT SIMPSON CLIMATE,0-20000-0-71365,71365,Land (fixed),61.758016,-121.232441,168,Canada,IV
FORT SMITH A,0-20000-0-71934,71934,Land (fixed),60.02027778,-111.9619444,205.13,Canada,IV
FORT SMITH CLIMATE,0-20000-0-71362,71362,Land (fixed),60.026169,-111.928908,203,Canada,IV
FORT SMITH UA,0-20001-0-71934,71934,Land (fixed),60.02611111,-111.9294444,204.1,Canada,IV
FORT ST JAMES AUTO,0-20000-0-71933,71933,Land (fixed),54.45,-124.2833333,677,Canada,IV
FORT ST JOHN A,0-20000-0-71943,71943,Land (fixed),56.23805556,-120.7402778,694.9,Canada,IV
FORT ST JOHN AIRPORT,0-124-0-73090,73090,Land (fixed),56.24748,-120.75,690.44,Canada,IV
FORT VERMILION,0-20000-0-71024,71024,Land (fixed),58.36666667,-116.0333333,289,Canada,IV
FOX FIVE,0-20000-0-71096,71096,Land (fixed),67.53555556,-63.78888889,584.4,Canada,IV
FRDN CACS-GSD,0-124-10010-M031000,M031000,Land (fixed),45.933497,-66.659879,117.93,Canada,IV
FREDERICTON CDA CS,0-20000-0-71668,71668,Land (fixed),45.9203,-66.6089,35.08,Canada,IV
FREDERICTON,0-20000-0-71700,71700,Land (fixed),45.86888889,-66.53722222,20.7,Canada,IV
FRELIGHSBURG,0-20000-0-71373,71373,Land (fixed),45.03333333,-72.85,224.28,Canada,IV
FT. PROVIDENCE,0-20000-0-71086,71086,Land (fixed),61.66666667,-117.25,159,Canada,IV
FUNDY PARK (ALMA) CS,0-20000-0-71191,71191,Land (fixed),45.597177,-64.953136,41,Canada,IV
Farmington Community Hall,0-124-15003-464,464,Land (fixed),55.913233,-120.53157,696,Canada,IV
Fort Churchill Magnetic Observatory,0-124-10001-FCC,FCC,Land (fixed),58.759,-94.088,15,Canada,IV
Fort McKay (South),0-20008-0-FMS,FMS,Land (fixed),57.14924,-111.642633,268,Canada,IV
Fort Nelson,0-20008-0-FNE,FNE,Land (fixed),58.841231,-122.573671,377,Canada,IV
Fort St John Key Learning Centre,0-124-15003-469,469,Land (fixed),56.244722,-120.856111,679,Canada,IV
Fraser Lake Endako Mines,0-124-15003-452,452,Land (fixed),54.034444,-125.095833,1005,Canada,IV
Fraserdale,0-20008-0-FSD,FSD,Land (fixed),49.84000015,-81.51667023,210,Canada,IV
Frelighsburg,0-20008-0-FRE,FRE,Land (fixed),45.05027771,-75.86166382,203,Canada,IV
GAGETOWN A,0-20001-0-71701,71701,Land (fixed),45.83333333,-66.43333333,50.6,Canada,IV
GAGETOWN AWOS A,0-20000-0-71701,71701,Land (fixed),45.83888889,-66.44972222,50.6,Canada,IV
GANDER AIRPORT CS,0-20000-0-71742,71742,Land (fixed),48.93333333,-54.56666667,151,Canada,IV
GANDER INT'L A,0-20000-0-71803,71803,Land (fixed),48.94638889,-54.57694444,151.2,Canada,IV
GARDEN RIVER,0-20000-0-71253,71253,Land (fixed),58.7,-113.85,240.8,Canada,IV
GASPE A,0-20000-0-71188,71188,Land (fixed),48.77694444,-64.47805556,34.1,Canada,IV
GASPE AIRPORT,0-124-0-73116,73116,Land (fixed),48.77674,-64.4794,34.93,Canada,IV
GATESHEAD ISLAND,0-20000-0-71141,71141,Land (fixed),70.61666667,-100.2666667,17.42,Canada,IV
GEORGE ISLAND (AUT),0-20000-0-71445,71445,Land (fixed),52.81666667,-97.6,222.64,Canada,IV
GERALDTON A,0-20000-0-71834,71834,Land (fixed),49.78277778,-86.93055556,348.4,Canada,IV
GERALDTON AIRPORT,0-124-0-73071,73071,Land (fixed),49.78091,-86.9324,348.47,Canada,IV
GILLAM,0-124-0-73087,73087,Land (fixed),56.35936,-94.7041,145.3,Canada,IV
GILLAM A,0-20000-0-71912,71912,Land (fixed),56.3589,-94.7042,145.3,Canada,IV
GILT EDGE NORTH AGCM,0-20000-0-71791,71791,Land (fixed),53.07083333,-110.6208333,647,Canada,IV
GIMLI CLIMATE,0-20000-0-71748,71748,Land (fixed),50.63333333,-97.05,230.1,Canada,IV
GIMLI HARBOUR CS,0-20000-0-71577,71577,Land (fixed),50.61666667,-96.96666667,218.73,Canada,IV
GJOA HAVEN A,0-20000-0-71597,71597,Land (fixed),68.63555556,-95.85027778,46.9,Canada,IV
GJOA HAVEN CLIMATE,0-20000-0-71363,71363,Land (fixed),68.6356,-95.8503,42.3,Canada,IV
GLDR WCDA-PGC,0-124-10010-M097001,M097001,Land (fixed),49.681482,-126.127313,5.77,Canada,IV
GLEICHEN AGCM,0-20000-0-71498,71498,Land (fixed),50.93444444,-112.9405556,907,Canada,IV
GLENEVIS AGCM,0-20000-0-71500,71500,Land (fixed),53.8325,-114.5388889,670,Canada,IV
GLENWOOD,0-20000-0-71885,71885,Land (fixed),49.33444444,-113.5244444,1074,Canada,IV
GOD2 RACS-GLCOR,0-124-10010-M133000,M133000,Land (fixed),43.745343,-81.727847,180.89,Canada,IV
GODERICH,0-20000-0-71261,71261,Land (fixed),43.75,-81.7,213.58,Canada,IV
GOLDEN AIRPORT,0-124-0-71905,71905,Land (fixed),51.30028,-116.984,784.78,Canada,IV
GOOSE A,0-20000-0-71816,71816,Land (fixed),53.31666667,-60.41666667,48.8,Canada,IV
GOOSE UA,0-20001-0-71816,71816,Land (fixed),53.3,-60.36666667,35.7,Canada,IV
GORE BAY CLIMATE,0-20000-0-71956,71956,Land (fixed),45.88333333,-82.56666667,194.04,Canada,IV
GRAND ETANG,0-124-0-73030,73030,Land (fixed),46.54712,-61.0492,12.8,Canada,IV
GRAND MANAN SAR CS,0-20000-0-71030,71030,Land (fixed),44.7,-66.8,73,Canada,IV
GRAND RAPIDS (AUT),0-20000-0-71858,71858,Land (fixed),53.18333333,-99.26666667,222.5,Canada,IV
GRANDE PRAIRIE A,0-20000-0-71940,71940,Land (fixed),55.17972222,-118.885,669,Canada,IV
GRANDES BERGERONNES,0-124-0-71942,71942,Land (fixed),48.27453,-69.5437,57.96,Canada,IV
